genome_index,genome_id,genus,species,full_name
2223,GCF_002950945.1_Sorangium_cellulosum_6mer,Sorangium,cellulosum,Sorangium_cellulosum
2224,GCF_002951475.1_Pseudomonas_fulva_6mer,Pseudomonas,fulva,Pseudomonas_fulva
2225,GCF_002951505.1_Staphylococcus_hominis_6mer,Staphylococcus,hominis,Staphylococcus_hominis
2226,GCF_002951615.1_Rahnella_sikkimica_6mer,Rahnella,sikkimica,Rahnella_sikkimica
2227,GCF_002951955.2_Vitreoscilla_sp__C1_6mer,Vitreoscilla,sp,Vitreoscilla_sp
2228,GCF_002952055.1_Desulfobulbus_oralis_6mer,Desulfobulbus,oralis,Desulfobulbus_oralis
2229,GCF_002952315.1_Erwinia_pyrifoliae_6mer,Erwinia,pyrifoliae,Erwinia_pyrifoliae
2230,GCF_002953195.1_Mixta_gaviniae_6mer,Mixta,gaviniae,Mixta_gaviniae
2231,GCF_002953215.1_Mixta_calida_6mer,Mixta,calida,Mixta_calida
2232,GCF_002953335.1_Vibrio_diabolicus_6mer,Vibrio,diabolicus,Vibrio_diabolicus
2233,GCF_002953575.2_Acinetobacter_indicus_6mer,Acinetobacter,indicus,Acinetobacter_indicus
2234,GCF_002953735.1_Streptococcus_pluranimalium_6mer,Streptococcus,pluranimalium,Streptococcus_pluranimalium
2235,GCF_002966125.1_Pukyongia_salina_6mer,Pukyongia,salina,Pukyongia_salina
2236,GCF_002966535.1_Oenococcus_oeni_6mer,Oenococcus,oeni,Oenococcus_oeni
2237,GCF_002982135.1_Pediococcus_inopinatus_6mer,Pediococcus,inopinatus,Pediococcus_inopinatus
2238,GCF_002983685.1_Streptobacillus_moniliformis_6mer,Streptobacillus,moniliformis,Streptobacillus_moniliformis
2239,GCF_002983865.1_Roseobacter_denitrificans_6mer,Roseobacter,denitrificans,Roseobacter_denitrificans
2240,GCF_002984485.1_Oligella_urethralis_6mer,Oligella,urethralis,Oligella_urethralis
2241,GCF_002985765.2_Haemophilus_haemolyticus_6mer,Haemophilus,haemolyticus,Haemophilus_haemolyticus
2242,GCF_002993105.1_Acinetobacter_radioresistens_6mer,Acinetobacter,radioresistens,Acinetobacter_radioresistens
2243,GCF_002993285.1_Gordonia_iterans_6mer,Gordonia,iterans,Gordonia_iterans
2244,GCF_002995535.1_Magnetospirillum_gryphiswaldense_6mer,Magnetospirillum,gryphiswaldense,Magnetospirillum_gryphiswaldense
2245,GCF_002998295.1_Fastidiosipila_sanguinis_6mer,Fastidiosipila,sanguinis,Fastidiosipila_sanguinis
2246,GCF_002998435.1_Bacteroides_zoogleoformans_6mer,Bacteroides,zoogleoformans,Bacteroides_zoogleoformans
2247,GCF_002998535.1_Prevotella_heparinolytica_6mer,Prevotella,heparinolytica,Prevotella_heparinolytica
2248,GCF_002998595.1_Haemophilus_sp__oral_taxon_036_6mer,Haemophilus,sp,Haemophilus_sp
2249,GCF_002998835.1_Capnocytophaga_sp__oral_taxon_864_6mer,Capnocytophaga,sp,Capnocytophaga_sp
2250,GCF_002998925.1_Mogibacterium_diversum_6mer,Mogibacterium,diversum,Mogibacterium_diversum
2251,GCF_002999155.1_Dietzia_sp__oral_taxon_368_6mer,Dietzia,sp,Dietzia_sp
2252,GCF_003006155.1_Salinicola_tamaricis_6mer,Salinicola,tamaricis,Salinicola_tamaricis
2253,GCF_003006415.1_Megasphaera_elsdenii_6mer,Megasphaera,elsdenii,Megasphaera_elsdenii
2254,GCF_003008475.2_Mesoflavibacter_sp__HG37_6mer,Mesoflavibacter,sp,Mesoflavibacter_sp
2255,GCF_003008515.1_Phreatobacter_cathodiphilus_6mer,Phreatobacter,cathodiphilus,Phreatobacter_cathodiphilus
2256,GCF_003008535.1_Ottowia_oryzae_6mer,Ottowia,oryzae,Ottowia_oryzae
2257,GCF_003008555.2_Pukyongiella_litopenaei_6mer,Pukyongiella,litopenaei,Pukyongiella_litopenaei
2258,GCF_003008575.1_Melaminivora_suipulveris_6mer,Melaminivora,suipulveris,Melaminivora_suipulveris
2259,GCF_003008595.1_Simplicispira_suum_6mer,Simplicispira,suum,Simplicispira_suum
2260,GCF_003008615.1_Ectopseudomonas_mendocina_6mer,Ectopseudomonas,mendocina,Ectopseudomonas_mendocina
2261,GCF_003010915.2_Gulosibacter_molinativorax_6mer,Gulosibacter,molinativorax,Gulosibacter_molinativorax
2262,GCF_003012915.1_Staphylococcus_felis_6mer,Staphylococcus,felis,Staphylococcus_felis
2263,GCF_003013635.1_Clostridium_tetani_6mer,Clostridium,tetani,Clostridium_tetani
2264,GCF_003013695.1_Pulveribacter_suum_6mer,Pulveribacter,suum,Pulveribacter_suum
2265,GCF_003015125.1_Caulobacter_segnis_6mer,Caulobacter,segnis,Caulobacter_segnis
2266,GCF_003015145.1_Candidatus_Phycorickettsia_trachydisci_6mer,Candidatus,Phycorickettsia,Candidatus_Phycorickettsia
2267,GCF_003015165.1_Aeromonas_rivipollensis_6mer,Aeromonas,rivipollensis,Aeromonas_rivipollensis
2268,GCF_003015185.1_Ahniella_affigens_6mer,Ahniella,affigens,Ahniella_affigens
2269,GCF_003019255.1_Staphylococcus_kloosii_6mer,Staphylococcus,kloosii,Staphylococcus_kloosii
2270,GCF_003019275.1_Staphylococcus_muscae_6mer,Staphylococcus,muscae,Staphylococcus_muscae
2271,GCF_003019315.1_Fusobacterium_mortiferum_ATCC_9817_6mer,Fusobacterium,mortiferum,Fusobacterium_mortiferum
2272,GCF_003019675.1_Fusobacterium_ulcerans_6mer,Fusobacterium,ulcerans,Fusobacterium_ulcerans
2273,GCF_003019695.1_Fusobacterium_gonidiaformans_ATCC_25563_6mer,Fusobacterium,gonidiaformans,Fusobacterium_gonidiaformans
2274,GCF_003019735.1_Microcystis_sp__MC19_6mer,Microcystis,sp,Microcystis_sp
2275,GCF_003019755.1_Fusobacterium_periodonticum_6mer,Fusobacterium,periodonticum,Fusobacterium_periodonticum
2276,GCF_003019855.1_Plesiomonas_shigelloides_6mer,Plesiomonas,shigelloides,Plesiomonas_shigelloides
2277,GCF_003024155.1_Christiangramia_fulva_6mer,Christiangramia,fulva,Christiangramia_fulva
2278,GCF_003024525.3_Acinetobacter_cumulans_6mer,Acinetobacter,cumulans,Acinetobacter_cumulans
2279,GCF_003028855.1_Pseudoduganella_armeniaca_6mer,Pseudoduganella,armeniaca,Pseudoduganella_armeniaca
2280,GCF_003030465.1_Thauera_aromatica_K172_6mer,Thauera,aromatica,Thauera_aromatica
2281,GCF_003030925.1_Shewanella_baltica_6mer,Shewanella,baltica,Shewanella_baltica
2282,GCF_003031245.1_Rhodopseudomonas_palustris_6mer,Rhodopseudomonas,palustris,Rhodopseudomonas_palustris
2283,GCF_003044255.1_Shewanella_putrefaciens_6mer,Shewanella,putrefaciens,Shewanella_putrefaciens
2284,GCF_003047205.1_Carboxydocella_thermautotrophica_6mer,Carboxydocella,thermautotrophica,Carboxydocella_thermautotrophica
2285,GCF_003048255.1_Yersinia_massiliensis_6mer,Yersinia,massiliensis,Yersinia_massiliensis
2286,GCF_003049605.2_Lysinibacillus_parviboronicapiens_6mer,Lysinibacillus,parviboronicapiens,Lysinibacillus_parviboronicapiens
2287,GCF_003049805.1_Dickeya_sp__Secpp_1600_6mer,Dickeya,sp,Dickeya_sp
2288,GCF_003051885.1_Lelliottia_sp__WB101_6mer,Lelliottia,sp,Lelliottia_sp
2289,GCF_003054475.1_Nodularia_spumigena_UHCC_0039_6mer,Nodularia,spumigena,Nodularia_spumigena
2290,GCF_003054555.1_Streptomyces_lunaelactis_6mer,Streptomyces,lunaelactis,Streptomyces_lunaelactis
2291,GCF_003055625.1_Flavobacterium_magnum_6mer,Flavobacterium,magnum,Flavobacterium_magnum
2292,GCF_003057965.1_Thermodesulfobium_acidiphilum_6mer,Thermodesulfobium,acidiphilum,Thermodesulfobium_acidiphilum
2293,GCF_003058465.1_Orrella_marina_6mer,Orrella,marina,Orrella_marina
2294,GCF_003060865.1_Paragemmobacter_aquarius_6mer,Paragemmobacter,aquarius,Paragemmobacter_aquarius
2295,GCF_003063555.1_Aminobacter_sp__MSH1_6mer,Aminobacter,sp,Aminobacter_sp
2296,GCF_003063625.1_Saccharobesus_litoralis_6mer,Saccharobesus,litoralis,Saccharobesus_litoralis
2297,GCF_003065365.1_Polynucleobacter_difficilis_6mer,Polynucleobacter,difficilis,Polynucleobacter_difficilis
2298,GCF_003065405.1_Corynebacterium_yudongzhengii_6mer,Corynebacterium,yudongzhengii,Corynebacterium_yudongzhengii
2299,GCF_003065425.1_Mycetocola_zhujimingii_6mer,Mycetocola,zhujimingii,Mycetocola_zhujimingii
2300,GCF_003065485.1_Homoserinimonas_hongtaonis_6mer,Homoserinimonas,hongtaonis,Homoserinimonas_hongtaonis
2301,GCF_003065605.1_Aeromicrobium_chenweiae_6mer,Aeromicrobium,chenweiae,Aeromicrobium_chenweiae
2302,GCF_003070865.1_Corynebacterium_liangguodongii_6mer,Corynebacterium,liangguodongii,Corynebacterium_liangguodongii
2303,GCF_003070885.1_Agromyces_badenianii_6mer,Agromyces,badenianii,Agromyces_badenianii
2304,GCF_003071365.1_Methyloceanibacter_sp__wino2_6mer,Methyloceanibacter,sp,Methyloceanibacter_sp
2305,GCF_003071405.1_Pseudogemmobacter_blasticus_6mer,Pseudogemmobacter,blasticus,Pseudogemmobacter_blasticus
2306,GCF_003071525.2_Micrococcus_luteus_6mer,Micrococcus,luteus,Micrococcus_luteus
2307,GCF_003072485.1_Candidatus_Fokinia_solitaria_6mer,Candidatus,Fokinia,Candidatus_Fokinia
2308,GCF_003072645.1_Dongshaea_marina_6mer,Dongshaea,marina,Dongshaea_marina
2309,GCF_003073275.1_Phytobacter_sp__SCO41_6mer,Phytobacter,sp,Phytobacter_sp
2310,GCF_003073475.1_Actinobaculum_sp__313_6mer,Actinobaculum,sp,Actinobaculum_sp
2311,GCF_003074035.1_Miniimonas_sp__S16_6mer,Miniimonas,sp,Miniimonas_sp
2312,GCF_003074055.1_Streptomyces_nigra_6mer,Streptomyces,nigra,Streptomyces_nigra
2313,GCF_003076275.1_Microbulbifer_sp__A4B17_6mer,Microbulbifer,sp,Microbulbifer_sp
2314,GCF_003076455.1_Flavobacterium_faecale_6mer,Flavobacterium,faecale,Flavobacterium_faecale
2315,GCF_003076475.1_Flavobacterium_kingsejongi_6mer,Flavobacterium,kingsejongi,Flavobacterium_kingsejongi
2316,GCF_003086355.1_Streptococcus_chenjunshii_6mer,Streptococcus,chenjunshii,Streptococcus_chenjunshii
2317,GCF_003096015.2_Limnobaculum_parvum_6mer,Limnobaculum,parvum,Limnobaculum_parvum
2318,GCF_003096035.1_Flavobacterium_album_6mer,Flavobacterium,album,Flavobacterium_album
2319,GCF_003096075.1_Dietzia_lutea_6mer,Dietzia,lutea,Dietzia_lutea
2320,GCF_003096095.1_Dietzia_psychralcaliphila_6mer,Dietzia,psychralcaliphila,Dietzia_psychralcaliphila
2321,GCF_003096175.1_Clostridium_drakei_6mer,Clostridium,drakei,Clostridium_drakei
2322,GCF_003096215.1_Caldibacillus_thermoamylovorans_6mer,Caldibacillus,thermoamylovorans,Caldibacillus_thermoamylovorans
2323,GCF_003097515.1_Streptomyces_tirandamycinicus_6mer,Streptomyces,tirandamycinicus,Streptomyces_tirandamycinicus
2324,GCF_003097535.1_Flavobacterium_pallidum_6mer,Flavobacterium,pallidum,Flavobacterium_pallidum
2325,GCF_003097575.1_Helicobacter_apodemus_6mer,Helicobacter,apodemus,Helicobacter_apodemus
2326,GCF_003100395.1_Aquabacterium_olei_6mer,Aquabacterium,olei,Aquabacterium_olei
2327,GCF_003101015.1_Actinobacillus_porcitonsillarum_6mer,Actinobacillus,porcitonsillarum,Actinobacillus_porcitonsillarum
2328,GCF_003111645.1_Parazoarcus_communis_6mer,Parazoarcus,communis,Parazoarcus_communis
2329,GCF_003111685.1_Alloyangia_pacifica_6mer,Alloyangia,pacifica,Alloyangia_pacifica
2330,GCF_003114835.2_Leptospira_kobayashii_6mer,Leptospira,kobayashii,Leptospira_kobayashii
2331,GCF_003122365.1_Streptomyces_spongiicola_6mer,Streptomyces,spongiicola,Streptomyces_spongiicola
2332,GCF_003122385.1_Flavobacterium_crocinum_6mer,Flavobacterium,crocinum,Flavobacterium_crocinum
2333,GCF_003122425.1_Candidatus_Fukatsuia_symbiotica_6mer,Candidatus,Fukatsuia,Candidatus_Fukatsuia
2334,GCF_003130705.1_Rhodococcus_oxybenzonivorans_6mer,Rhodococcus,oxybenzonivorans,Rhodococcus_oxybenzonivorans
2335,GCF_003130755.1_Photobacterium_damselae_6mer,Photobacterium,damselae,Photobacterium_damselae
2336,GCF_003130795.1_Azospirillum_thermophilum_6mer,Azospirillum,thermophilum,Azospirillum_thermophilum
2337,GCF_003143515.1_Massilia_oculi_6mer,Massilia,oculi,Massilia_oculi
2338,GCF_003143535.1_Aquirufa_nivalisilvae_6mer,Aquirufa,nivalisilvae,Aquirufa_nivalisilvae
2339,GCF_003143555.1_Saliniradius_amylolyticus_6mer,Saliniradius,amylolyticus,Saliniradius_amylolyticus
2340,GCF_003147545.1_Streptomyces_globisporus_6mer,Streptomyces,globisporus,Streptomyces_globisporus
2341,GCF_003148385.1_Flavobacterium_sediminis_6mer,Flavobacterium,sediminis,Flavobacterium_sediminis
2342,GCF_003148415.1_Bacillus_inaquosorum_6mer,Bacillus,inaquosorum,Bacillus_inaquosorum
2343,GCF_003149495.1_Gemmata_obscuriglobus_6mer,Gemmata,obscuriglobus,Gemmata_obscuriglobus
2344,GCF_003149515.1_Hymenobacter_nivis_6mer,Hymenobacter,nivis,Hymenobacter_nivis
2345,GCF_003150835.1_Phenylobacterium_parvum_6mer,Phenylobacterium,parvum,Phenylobacterium_parvum
2346,GCF_003150935.1_Lactobacillus_apis_6mer,Lactobacillus,apis,Lactobacillus_apis
2347,GCF_003151025.1_Lactobacillus_kullabergensis_6mer,Lactobacillus,kullabergensis,Lactobacillus_kullabergensis
2348,GCF_003151255.1_Microvirga_sp__17_mud_1-3_6mer,Microvirga,sp,Microvirga_sp
2349,GCF_003172975.1_Streptococcus_sobrinus_6mer,Streptococcus,sobrinus,Streptococcus_sobrinus
2350,GCF_003173015.1_Deinococcus_irradiatisoli_6mer,Deinococcus,irradiatisoli,Deinococcus_irradiatisoli
2351,GCF_003173695.1_Lactobacillus_helsingborgensis_6mer,Lactobacillus,helsingborgensis,Lactobacillus_helsingborgensis
2352,GCF_003173715.1_Methylobacterium_durans_6mer,Methylobacterium,durans,Methylobacterium_durans
2353,GCF_003173735.1_Methylobacterium_radiodurans_6mer,Methylobacterium,radiodurans,Methylobacterium_radiodurans
2354,GCF_003173755.1_Methylobacterium_terrae_6mer,Methylobacterium,terrae,Methylobacterium_terrae
2355,GCF_003176915.1_Candidatus_Cardinium_hertigii_6mer,Candidatus,Cardinium,Candidatus_Cardinium
2356,GCF_003177035.1_Salinisphaera_sp__LB1_6mer,Salinisphaera,sp,Salinisphaera_sp
2357,GCF_003184265.1_Acidiferrobacter_sp__SPIII_3_6mer,Acidiferrobacter,sp,Acidiferrobacter_sp
2358,GCF_003185725.2_Auritidibacter_sp__NML130574_6mer,Auritidibacter,sp,Auritidibacter_sp
2359,GCF_003194085.1_Aurantimicrobium_photophilum_6mer,Aurantimicrobium,photophilum,Aurantimicrobium_photophilum
2360,GCF_003205815.1_Stutzerimonas_frequens_6mer,Stutzerimonas,frequens,Stutzerimonas_frequens
2361,GCF_003208035.1_Streptomyces_actuosus_6mer,Streptomyces,actuosus,Streptomyces_actuosus
2362,GCF_003209395.1_Corynebacterium_provencense_6mer,Corynebacterium,provencense,Corynebacterium_provencense
2363,GCF_003213725.2_Helicobacter_cinaedi_6mer,Helicobacter,cinaedi,Helicobacter_cinaedi
2364,GCF_003226695.1_Blattabacterium_punctulatus_6mer,Blattabacterium,punctulatus,Blattabacterium_punctulatus
2365,GCF_003226855.1_Blattabacterium_sp___Cryptocercus_kyebangensis__6mer,Blattabacterium,sp,Blattabacterium_sp
2366,GCF_003233655.1_Azospirillum_ramasamyi_6mer,Azospirillum,ramasamyi,Azospirillum_ramasamyi
2367,GCF_003233695.1_Marilutibacter_maris_6mer,Marilutibacter,maris,Marilutibacter_maris
2368,GCF_003240565.2_Rhizobium_tumorigenes_6mer,Rhizobium,tumorigenes,Rhizobium_tumorigenes
2369,GCF_003253775.1_Mycobacterium_leprae_6mer,Mycobacterium,leprae,Mycobacterium_leprae
2370,GCF_003258315.1_Bradymonas_sediminis_6mer,Bradymonas,sediminis,Bradymonas_sediminis
2371,GCF_003258605.2_Peterkaempfera_bronchialis_6mer,Peterkaempfera,bronchialis,Peterkaempfera_bronchialis
2372,GCF_003258705.1_Arcticibacterium_luteifluviistationis_6mer,Arcticibacterium,luteifluviistationis,Arcticibacterium_luteifluviistationis
2373,GCF_003260975.1_Echinicola_strongylocentroti_6mer,Echinicola,strongylocentroti,Echinicola_strongylocentroti
2374,GCF_003261035.1_Mannheimia_varigena_6mer,Mannheimia,varigena,Mannheimia_varigena
2375,GCF_003261055.1_Streptomyces_cadmiisoli_6mer,Streptomyces,cadmiisoli,Streptomyces_cadmiisoli
2376,GCF_003261295.1_Polynucleobacter_paneuropaeus_6mer,Polynucleobacter,paneuropaeus,Polynucleobacter_paneuropaeus
2377,GCF_003261575.2_Klebsiella_huaxiensis_6mer,Klebsiella,huaxiensis,Klebsiella_huaxiensis
2378,GCF_003265205.1_Mergibacter_septicus_6mer,Mergibacter,septicus,Mergibacter_septicus
2379,GCF_003265305.2_Pseudoprevotella_muciniphila_6mer,Pseudoprevotella,muciniphila,Pseudoprevotella_muciniphila
2380,GCF_003268595.1_Paraliobacillus_zengyii_6mer,Paraliobacillus,zengyii,Paraliobacillus_zengyii
2381,GCF_003268615.1_Blattabacterium_clevelandi_6mer,Blattabacterium,clevelandi,Blattabacterium_clevelandi
2382,GCF_003268655.1_Arthrobacter_dokdonellae_6mer,Arthrobacter,dokdonellae,Arthrobacter_dokdonellae
2383,GCF_003268675.1_Streptomyces_bacillaris_6mer,Streptomyces,bacillaris,Streptomyces_bacillaris
2384,GCF_003269425.1_Flagellimonas_maritima_6mer,Flagellimonas,maritima,Flagellimonas_maritima
2385,GCF_003269445.1_Metamycoplasma_cloacale_6mer,Metamycoplasma,cloacale,Metamycoplasma_cloacale
2386,GCF_003285045.1__Mycoplasma__anseris_6mer,,Mycoplasma,_Mycoplasma
2387,GCF_003285065.1_Mycoplasmopsis_anatis_6mer,Mycoplasmopsis,anatis,Mycoplasmopsis_anatis
2388,GCF_003285265.1_Paracoccus_mutanolyticus_6mer,Paracoccus,mutanolyticus,Paracoccus_mutanolyticus
2389,GCF_003286395.1_Paraburkholderia_dokdonensis_6mer,Paraburkholderia,dokdonensis,Paraburkholderia_dokdonensis
2390,GCF_003286415.2_Mucilaginibacter_rubeus_6mer,Mucilaginibacter,rubeus,Mucilaginibacter_rubeus
2391,GCF_003286435.2_Mucilaginibacter_metallidurans_6mer,Mucilaginibacter,metallidurans,Mucilaginibacter_metallidurans
2392,GCF_003286595.3_Aerococcus_mictus_6mer,Aerococcus,mictus,Aerococcus_mictus
2393,GCF_003286645.3_Aerococcus_tenax_6mer,Aerococcus,tenax,Aerococcus_tenax
2394,GCF_003287015.1_Moraxella_bovis_6mer,Moraxella,bovis,Moraxella_bovis
2395,GCF_003287895.1_Blautia_argi_6mer,Blautia,argi,Blautia_argi
2396,GCF_003288115.1_Ligilactobacillus_murinus_6mer,Ligilactobacillus,murinus,Ligilactobacillus_murinus
2397,GCF_003290245.1_Kocuria_sp__BT304_6mer,Kocuria,sp,Kocuria_sp
2398,GCF_003290325.1_Salinibacter_ruber_6mer,Salinibacter,ruber,Salinibacter_ruber
2399,GCF_003290385.1_Actinobacillus_pleuropneumoniae_6mer,Actinobacillus,pleuropneumoniae,Actinobacillus_pleuropneumoniae
2400,GCF_003290445.1_Francisella_adeliensis_6mer,Francisella,adeliensis,Francisella_adeliensis
2401,GCF_003293695.1_Solilutibacter_oculi_6mer,Solilutibacter,oculi,Solilutibacter_oculi
2402,GCF_003293715.1_Massilia_sp__YMA4_6mer,Massilia,sp,Massilia_sp
2403,GCF_003296175.1_Nitratireductor_sp__OM-1_6mer,Nitratireductor,sp,Nitratireductor_sp
2404,GCF_003312355.2_Pectobacterium_peruviense_6mer,Pectobacterium,peruviense,Pectobacterium_peruviense
2405,GCF_003312875.1_Amycolatopsis_albispora_6mer,Amycolatopsis,albispora,Amycolatopsis_albispora
2406,GCF_003312915.1_Flavobacterium_fluviale_6mer,Flavobacterium,fluviale,Flavobacterium_fluviale
2407,GCF_003314795.2_Sphingomonas_paucimobilis_6mer,Sphingomonas,paucimobilis,Sphingomonas_paucimobilis
2408,GCF_003315775.1_Megasphaera_hexanoica_6mer,Megasphaera,hexanoica,Megasphaera_hexanoica
2409,GCF_003323795.1_Acetobacter_sp__JWB_6mer,Acetobacter,sp,Acetobacter_sp
2410,GCF_003323835.1_Raoultella_sp__X13_6mer,Raoultella,sp,Raoultella_sp
2411,GCF_003324675.1_Paracoccus_suum_6mer,Paracoccus,suum,Paracoccus_suum
2412,GCF_003325355.1_Runella_rosea_6mer,Runella,rosea,Runella_rosea
2413,GCF_003325375.1_Streptomyces_globosus_6mer,Streptomyces,globosus,Streptomyces_globosus
2414,GCF_003325455.1_Acidipropionibacterium_virtanenii_6mer,Acidipropionibacterium,virtanenii,Acidipropionibacterium_virtanenii
2415,GCF_003325475.1_Chromobacterium_phragmitis_6mer,Chromobacterium,phragmitis,Chromobacterium_phragmitis
2416,GCF_003325955.1_Aurantimicrobium_sp__MWH-Uga1_6mer,Aurantimicrobium,sp,Aurantimicrobium_sp
2417,GCF_003330725.1_Acidisarcina_polymorpha_6mer,Acidisarcina,polymorpha,Acidisarcina_polymorpha
2418,GCF_003330745.1_Paraburkholderia_caledonica_6mer,Paraburkholderia,caledonica,Paraburkholderia_caledonica
2419,GCF_003330785.1_Paraburkholderia_graminis_6mer,Paraburkholderia,graminis,Paraburkholderia_graminis
2420,GCF_003330825.1_Paraburkholderia_terricola_6mer,Paraburkholderia,terricola,Paraburkholderia_terricola
2421,GCF_003330865.1_Streptomyces_atratus_6mer,Streptomyces,atratus,Streptomyces_atratus
2422,GCF_003332325.1__Mycoplasma__phocae_6mer,,Mycoplasma,_Mycoplasma
2423,GCF_003335165.1_Acinetobacter_johnsonii_6mer,Acinetobacter,johnsonii,Acinetobacter_johnsonii
2424,GCF_003336365.1_Salicibibacter_kimchii_6mer,Salicibibacter,kimchii,Salicibibacter_kimchii
2425,GCF_003339525.1_Ephemeroptericola_cinctiostellae_6mer,Ephemeroptericola,cinctiostellae,Ephemeroptericola_cinctiostellae
2426,GCF_003339775.1_Spiroplasma_phoeniceum_P40_6mer,Spiroplasma,phoeniceum,Spiroplasma_phoeniceum
2427,GCF_003342755.1_Intrasporangium_calvum_6mer,Intrasporangium,calvum,Intrasporangium_calvum
2428,GCF_003343265.1_Renibacterium_salmoninarum_6mer,Renibacterium,salmoninarum,Renibacterium_salmoninarum
2429,GCF_003343305.1_Enterococcus_gilvus_6mer,Enterococcus,gilvus,Enterococcus_gilvus
2430,GCF_003344865.1_Euzebya_pacifica_6mer,Euzebya,pacifica,Euzebya_pacifica
2431,GCF_003344925.1_Flavobacterium_arcticum_6mer,Flavobacterium,arcticum,Flavobacterium_arcticum
2432,GCF_003344965.1_Streptomyces_paludis_6mer,Streptomyces,paludis,Streptomyces_paludis
2433,GCF_003345215.1_Deinococcus_wulumuqiensis_6mer,Deinococcus,wulumuqiensis,Deinococcus_wulumuqiensis
2434,GCF_003345255.1_Pseudothauera_hydrothermalis_6mer,Pseudothauera,hydrothermalis,Pseudothauera_hydrothermalis
2435,GCF_003345295.1_Vibrio_splendidus_6mer,Vibrio,splendidus,Vibrio_splendidus
2436,GCF_003346755.1_Malaciobacter_halophilus_6mer,Malaciobacter,halophilus,Malaciobacter_halophilus
2437,GCF_003346775.1_Malaciobacter_mytili_LMG_24559_6mer,Malaciobacter,mytili,Malaciobacter_mytili
2438,GCF_003346815.1_Halarcobacter_bivalviorum_6mer,Halarcobacter,bivalviorum,Halarcobacter_bivalviorum
2439,GCF_003347095.1_Francisella_opportunistica_6mer,Francisella,opportunistica,Francisella_opportunistica
2440,GCF_003351365.1_Micromonospora_aurantiaca__nom__illeg___6mer,Micromonospora,aurantiaca,Micromonospora_aurantiaca
2441,GCF_003351545.1_Neisseria_elongata_6mer,Neisseria,elongata,Neisseria_elongata
2442,GCF_003351665.1_Neisseria_subflava_6mer,Neisseria,subflava,Neisseria_subflava
2443,GCF_003351745.1_Aquirhabdus_parva_6mer,Aquirhabdus,parva,Aquirhabdus_parva
2444,GCF_003351765.1_Ornithinimicrobium_avium_6mer,Ornithinimicrobium,avium,Ornithinimicrobium_avium
2445,GCF_003351905.1_Cardinium_endosymbiont_of_Sogatella_furcifera_6mer,Cardinium,endosymbiont,Cardinium_endosymbiont
2446,GCF_003352005.1_Oceanobacillus_zhaokaii_6mer,Oceanobacillus,zhaokaii,Oceanobacillus_zhaokaii
2447,GCF_003352165.1_Acidibrevibacterium_fodinaquatile_6mer,Acidibrevibacterium,fodinaquatile,Acidibrevibacterium_fodinaquatile
2448,GCF_003352185.1_Pseudomonas_kribbensis_6mer,Pseudomonas,kribbensis,Pseudomonas_kribbensis
